YearMonth,mean,median,std,min,max,count
2018-09,-0.002583276826861927,0.0012865180290864142,0.012697794927058872,-0.029780587164378702,0.012654873664871058,19
2018-10,0.0013398745507020582,-0.0008012832394849179,0.015129395774385445,-0.028416791053108015,0.02893793457148841,23
2018-11,0.003942531309512572,0.00356861146705989,0.010357057152852931,-0.01428948620302728,0.021099109809380456,21
2018-12,-0.0013504986042268744,-0.0029644955519912974,0.01849153156852691,-0.041034443596172476,0.036047630657627394,19
2019-01,0.0032271284271288003,0.004676261504456658,0.00989541117557373,-0.021657674595984555,0.020621104951888514,21
2019-02,0.0006426896625843298,0.0020500714307318813,0.008379294902969302,-0.014473244901863414,0.01950765603233262,19
2019-03,0.0029169549161602117,0.004655228033598524,0.00907821275627305,-0.01355762964561491,0.016899958217738265,21
2019-04,0.0004407523062368579,0.0006467741127902382,0.01442468302437061,-0.03273684629765439,0.03250181105412575,21
2019-05,-0.0007425371376721289,0.00032480211318919316,0.010327518419597156,-0.02530545253893879,0.011441065553486895,22
2019-06,0.0022881556951315106,0.0016077635561073667,0.014945549841917646,-0.024940833175319366,0.028374979555680246,20
2019-07,-0.0006618425549287629,-0.0006383177460200229,0.008908182853120354,-0.01462369151686782,0.020515017179442374,22
2019-08,0.0005059207234686517,0.0016098521883863848,0.010948798224233726,-0.026692249401916168,0.02212205409580359,22
2019-09,0.0001937292239884425,0.00032212300967021656,0.007379945944006319,-0.011050854917877495,0.014756300618668394,20
2019-10,0.0020603921225479335,0.001255224402119337,0.00927389184549928,-0.014049110473415727,0.03029669133998736,23
2019-11,-0.0014478366011569266,-0.0011738858933644236,0.008352227662033345,-0.014111545801929304,0.011276516631682831,20
2019-12,-0.001308433823409283,0.001336606321693079,0.010166425675087418,-0.0312836674102579,0.009347709476230648,21
2020-01,-0.00029131383052367833,0.0014721274877926849,0.011453909095525577,-0.022946548441659886,0.02000897948948177,21
2020-02,-0.00488108313381793,-0.0028558856666042187,0.013105743458779932,-0.03972446405518626,0.014565182780394759,19
2020-03,-0.0187421877025719,-0.005825266805296769,0.08279934231418495,-0.2699732325386104,0.1068375438691751,22
2020-04,-0.09599998474121096,-0.09599998474121096,,-0.09599998474121096,-0.09599998474121096,1
